# output_voltage.csv run at 2019-05-07 15:53:20 PDT on 322 nodes
node_name,voltA_mag,voltA_angle,voltB_mag,voltB_angle,voltC_mag,voltC_angle
LOAD_411-1730645-0,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
LOAD_411-1730646-0,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
LOAD_411-1730647-0,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
LOAD_411-1730648-0,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
LOAD_411-2120412-0,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
LOAD_411-2120413-0,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
LOAD_411-2120414-0,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-1079290,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-1095639,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-1095640,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-1095641,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-1100740,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-1100741,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-1100742,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-1102353,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-1102355,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-1102644,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-1173780,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-1173781,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-1173782,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-1173783,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-1173784,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-1173785,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-1179828,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-1179829,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-1179831,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-1182200,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-1182202,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-1182203,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-1323796,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-1323797,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-1323798,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-1323799,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-1323800,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-1323801,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-1323802,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-1323803,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-1323804,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-1323805,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-1323806,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-1323807,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-1323808,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-1323809,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-1323810,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-1323811,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-1323812,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-1323813,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-1323814,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-1323815,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-1323816,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-1323820,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-1323821,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-1323822,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-1323823,7970.000000,-0.000000,7970.000000,4.188790,7970.000000,2.094395
391-1323826,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-1323827,7970.000000,0.000000,0.000000,0.000000,0.000000,0.000000
391-1323828,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-1323829,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-1323830,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-1323831,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-1323832,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-1323833,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-1323836,7970.000000,-0.000000,7970.000000,4.188790,7970.000000,2.094395
391-1323837,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-1323838,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-1323839,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-1323840,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-1323841,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-1323842,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-1323843,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-1323844,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-1323876,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-1323877,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-1323879,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-1323881,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-1323882,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-1323884,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-1323885,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-1323886,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-1324404,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-1324405,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-1324406,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-1324412,7970.000000,-0.000000,7970.000000,4.188790,7970.000000,2.094395
391-1326356,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-1326357,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-1326358,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-1326359,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-1326360,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-1326361,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-1326362,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-1326363,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-1326364,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-1326368,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-1326369,7970.000000,0.000000,0.000000,0.000000,0.000000,0.000000
391-1326370,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-1332457,7970.000000,-0.000000,7970.000000,4.188790,7970.000000,2.094395
391-1366997,7970.000000,-0.000000,7970.000000,4.188790,7970.000000,2.094395
391-1367005,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-1367006,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-1367007,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-1367009,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-1367010,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-1367011,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-1384582,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-1384583,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-1384584,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-1434872,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-1434873,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-1434874,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-1600651,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-1600652,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-1600654,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-1643876,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-1643877,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-1643878,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-1708485,7970.000000,-0.000000,7970.000000,4.188790,7970.000000,2.094395
391-261629,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-261630,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-261631,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-261635,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-261636,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-261637,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-261646,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-261650,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-261651,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-261652,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-264884,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-264885,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-264886,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-525373,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-525374,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-525375,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-525376,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-525377,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-525378,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-525379,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-526292,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-526293,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-526294,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-526295,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-526296,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-526297,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-526298,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-526299,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-526300,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-526301,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-526302,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-544228,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-544230,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-544231,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-562804,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-562805,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-562806,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-562808,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-562809,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-562810,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-562812,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-562813,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-562814,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-670943,7970.000000,-0.000000,7970.000000,4.188790,7970.000000,2.094395
391-676695,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-676696,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-676697,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-676740,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-676741,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-676742,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-676744,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-676745,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-676746,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-676747,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-676750,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-677661,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-677662,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-677663,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-952892,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-952893,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-952894,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-952895,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-952896,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
391-952897,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-952898,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
391-952899,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
391-953204,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
395-1011425,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
395-1011427,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
395-1011429,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
395-1266119,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
395-1266121,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
395-1266123,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
395-1677163,7970.000000,-0.000000,7970.000000,4.188790,7970.000000,2.094395
395-1677165,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
395-1677167,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
395-1677169,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
395-1677170,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
395-1677172,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
395-1677174,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
395-1677182,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
395-1677184,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
395-1677186,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
395-1677188,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
395-1677189,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
395-1677190,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
395-1677261,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
395-1677262,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
395-1677263,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
395-1677743,7970.000000,-0.000000,7970.000000,4.188790,7970.000000,2.094395
395-1677753,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
395-1677754,7970.000000,-0.000000,7970.000000,4.188790,7970.000000,2.094395
395-1677755,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
395-1677756,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
395-1679745,7970.000000,-0.000000,7970.000000,4.188790,7970.000000,2.094395
395-1686124,7970.000000,-0.000000,7970.000000,4.188790,7970.000000,2.094395
395-1715900,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
395-1715902,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
395-1715904,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
395-1715906,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
395-1715908,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
395-1715910,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
395-1715912,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
395-1715914,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
395-1715916,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
395-1724476,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
395-1724477,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
395-1724478,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
395-1724480,7970.000000,-0.000000,7970.000000,4.188790,7970.000000,2.094395
395-1724494,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
395-1724495,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
395-1724496,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
395-1823676,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
395-1823678,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
395-1823680,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
395-2103740,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
395-2103742,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
395-2103743,7970.000000,-0.000000,7970.000000,4.188790,7970.000000,2.094395
395-2103745,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
395-2103746,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
395-2103748,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
395-2103750,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
395-901257,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
395-901259,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
395-901261,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
395-907964,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
395-907966,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
395-907968,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
395-911516,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
395-911517,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
395-911518,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
395-975870,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
395-975873,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
395-975875,7970.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
402-1369238,7970.000000,0.000000,7970.000000,4.188790,7970.000000,2.094395
416-52180,7970.000000,0.000000,7970.000000,4.188790,7970.000000,2.094395
500-2813320,7970.000000,0.000000,0.000000,0.000000,0.000000,0.000000
500-2813322,0.000000,0.000000,7970.000000,4.188790,0.000000,0.000000
500-2813324,0.000000,0.000000,0.000000,0.000000,7970.000000,2.094395
MID-395-1011427,7970.000000,-0.000000,7970.000000,4.188790,7970.000000,2.094395
MID-395-1677167,7970.000000,-0.000000,7970.000000,4.188790,7970.000000,2.094395
MID-395-1677172,7970.000000,-0.000000,7970.000000,4.188790,7970.000000,2.094395
MID-395-1677184,7970.000000,-0.000000,7970.000000,4.188790,7970.000000,2.094395
MID-395-1677189,7970.000000,-0.000000,7970.000000,4.188790,7970.000000,2.094395
MID-395-1677755,7970.000000,-0.000000,7970.000000,4.188790,7970.000000,2.094395
MID-395-1715902,7970.000000,-0.000000,7970.000000,4.188790,7970.000000,2.094395
MID-395-1715908,7970.000000,-0.000000,7970.000000,4.188790,7970.000000,2.094395
MID-395-1715914,7970.000000,-0.000000,7970.000000,4.188790,7970.000000,2.094395
MID-395-1724477,7970.000000,-0.000000,7970.000000,4.188790,7970.000000,2.094395
MID-395-1724495,7970.000000,-0.000000,7970.000000,4.188790,7970.000000,2.094395
MID-395-1823678,7970.000000,-0.000000,7970.000000,4.188790,7970.000000,2.094395
MID-395-2103742,7970.000000,-0.000000,7970.000000,4.188790,7970.000000,2.094395
MID-395-2103748,7970.000000,-0.000000,7970.000000,4.188790,7970.000000,2.094395
MID-395-901259,7970.000000,-0.000000,7970.000000,4.188790,7970.000000,2.094395
MID-395-907966,7970.000000,-0.000000,7970.000000,4.188790,7970.000000,2.094395
TVW131,7970.000000,0.000000,7970.000000,4.188790,7970.000000,2.094395
Breaker_416-52180,7970.000000,-0.000000,7970.000000,4.188790,7970.000000,2.094395
Fuse_402-1369238,7970.000000,0.000000,7970.000000,4.188790,7970.000000,2.094395
Reg_TVW131,7970.000000,-0.000000,7970.000000,4.188790,7970.000000,2.094395
