# output_current.csv run at 2019-05-07 15:53:20 PDT on 284 links
link_name,currA_mag,currA_angle,currB_mag,currB_angle,currC_mag,currC_angle
394-1853626-0,0.000000,0.000000,0.000000,3.313205,0.000000,0.000000
394-1853627-0,0.000000,0.000000,0.000000,0.000000,0.000000,-1.376461
394-1853637-0,0.000000,4.295999,0.000000,0.000000,0.000000,0.000000
394-1853639-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1853641-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1853643-0,0.000000,4.295999,0.000000,0.000000,0.000000,0.000000
394-1853645-0,0.000000,0.000000,0.000000,3.188850,0.000000,0.000000
394-1853647-0,0.000000,0.000000,0.000000,0.000000,0.000000,-0.935536
394-1862282-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1862283-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1862284-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1865344-0,0.000000,1.154406,0.000000,0.000000,0.000000,0.000000
394-1865345-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1865346-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2017626-0,0.000000,0.000000,0.000000,0.000000,0.000000,1.947948
394-2017629-0,0.000000,0.000000,0.000000,3.516582,0.000000,0.000000
394-2017630-0,0.000000,0.271405,0.000000,0.000000,0.000000,0.000000
394-2017654-0,0.000000,2.082878,0.000000,0.000000,0.000000,0.000000
394-2017656-0,0.000000,0.000000,0.000000,2.536710,0.000000,0.000000
394-2017674-0,0.000000,0.000000,0.000000,0.000000,0.000000,1.705244
394-2017676-0,0.000000,2.081166,0.000000,0.000000,0.000000,0.000000
394-2017678-0,0.000000,0.000000,0.000000,2.535437,0.000000,0.000000
394-2017680-0,0.000000,0.000000,0.000000,0.000000,0.000000,1.705616
394-2017682-0,0.000000,2.082931,0.000000,0.000000,0.000000,0.000000
394-2017684-0,0.000000,0.000000,0.000000,2.531239,0.000000,0.000000
394-2017686-0,0.000000,0.000000,0.000000,0.000000,0.000000,1.706107
394-2017688-0,0.000000,2.074842,0.000000,0.000000,0.000000,0.000000
394-2017690-0,0.000000,0.000000,0.000000,2.531682,0.000000,0.000000
394-2017692-0,0.000000,0.000000,0.000000,0.000000,0.000000,1.705894
394-2017694-0,0.000000,2.075023,0.000000,0.000000,0.000000,0.000000
394-2017696-0,0.000000,0.000000,0.000000,2.531748,0.000000,0.000000
394-2017698-0,0.000000,0.000000,0.000000,0.000000,0.000000,1.706198
394-2017700-0,0.000000,2.075644,0.000000,0.000000,0.000000,0.000000
394-2017702-0,0.000000,0.000000,0.000000,2.525064,0.000000,0.000000
394-2017704-0,0.000000,0.000000,0.000000,0.000000,0.000000,1.705739
394-2017716-0,0.000000,0.263602,0.000000,0.000000,0.000000,0.000000
394-2017718-0,0.000000,0.000000,0.000000,0.000000,0.000000,1.945651
394-2017720-0,0.000000,0.000000,0.000000,3.519173,0.000000,0.000000
394-2017722-0,0.000000,2.074151,0.000000,0.000000,0.000000,0.000000
394-2017724-0,0.000000,0.000000,0.000000,2.525230,0.000000,0.000000
394-2017726-0,0.000000,0.000000,0.000000,0.000000,0.000000,1.705346
394-2017728-0,0.000000,2.071567,0.000000,0.000000,0.000000,0.000000
394-2017730-0,0.000000,0.000000,0.000000,2.525888,0.000000,0.000000
394-2017732-0,0.000000,0.000000,0.000000,0.000000,0.000000,1.705542
394-2018810-0,0.000000,1.987785,0.000000,0.000000,0.000000,0.000000
394-2018812-0,0.000000,0.000000,0.000000,2.732789,0.000000,0.000000
394-2018814-0,0.000000,0.000000,0.000000,0.000000,0.000000,1.713822
394-2018844-0,0.000000,1.984414,0.000000,0.000000,0.000000,0.000000
394-2018846-0,0.000000,0.000000,0.000000,0.000000,0.000000,1.716441
394-2018848-0,0.000000,0.000000,0.000000,2.735708,0.000000,0.000000
394-2020544-0,0.000000,2.147357,0.000000,0.000000,0.000000,0.000000
394-2020546-0,0.000000,0.000000,0.000000,0.000000,0.000000,1.642468
394-2020548-0,0.000000,0.000000,0.000000,2.514818,0.000000,0.000000
394-2020550-0,0.000000,2.152321,0.000000,0.000000,0.000000,0.000000
394-2020552-0,0.000000,0.000000,0.000000,2.513523,0.000000,0.000000
394-2020554-0,0.000000,0.000000,0.000000,0.000000,0.000000,1.643558
394-2020556-0,0.000000,2.152853,0.000000,0.000000,0.000000,0.000000
394-2020557-0,0.000000,0.000000,0.000000,2.514574,0.000000,0.000000
394-2020558-0,0.000000,0.000000,0.000000,0.000000,0.000000,1.643274
394-2020562-0,0.000000,2.152360,0.000000,0.000000,0.000000,0.000000
394-2020564-0,0.000000,0.000000,0.000000,2.515216,0.000000,0.000000
394-2020566-0,0.000000,0.000000,0.000000,0.000000,0.000000,1.644120
394-2020568-0,0.000000,2.152961,0.000000,0.000000,0.000000,0.000000
394-2020570-0,0.000000,0.000000,0.000000,2.518203,0.000000,0.000000
394-2020573-0,0.000000,0.000000,0.000000,0.000000,0.000000,1.643306
394-2059482-0,0.000000,-0.438222,0.000000,0.000000,0.000000,0.000000
394-2059483-0,0.000000,2.782235,0.000000,0.000000,0.000000,0.000000
394-2059484-0,0.000000,0.000000,0.000000,0.000000,0.000000,1.373075
394-2059485-0,0.000000,0.000000,0.000000,0.000000,0.000000,4.514668
394-2059486-0,0.000000,0.000000,0.000000,3.092376,0.000000,0.000000
394-2059487-0,0.000000,0.000000,0.000000,-0.094640,0.000000,0.000000
394-2059488-0,0.000000,4.295999,0.000000,0.000000,0.000000,0.000000
394-2059490-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2059492-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2059500-0,0.000000,-0.514810,0.000000,0.000000,0.000000,0.000000
394-2059502-0,0.000000,0.000000,0.000000,0.000000,0.000000,1.368467
394-2059504-0,0.000000,0.000000,0.000000,3.368703,0.000000,0.000000
394-2164826-0,0.000000,1.154406,0.000000,0.000000,0.000000,0.000000
394-2164827-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2164828-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2383467,0.000000,2.178399,0.000000,0.000000,0.000000,0.000000
394-2383469,0.000000,0.000000,0.000000,2.524785,0.000000,0.000000
394-2383471,0.000000,0.000000,0.000000,0.000000,0.000000,1.635468
394-2398784-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2398786-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2398788-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2438152-0,0.000000,1.154406,0.000000,0.000000,0.000000,0.000000
394-2438154-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2438156-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2438158-0,0.000000,1.154406,0.000000,0.000000,0.000000,0.000000
394-2438160-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2438162-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-809383-0,0.000000,4.241124,0.000000,0.000000,0.000000,0.000000
394-809385-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-809643-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-809692-0,0.000000,1.936091,0.000000,0.000000,0.000000,0.000000
394-809694-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-809696-0,0.000000,0.000000,0.000000,0.000000,0.000000,2.289821
394-809699-0,0.000000,-0.213916,0.000000,0.000000,0.000000,0.000000
394-809701-0,0.000000,0.000000,0.000000,-1.515995,0.000000,0.000000
394-809703-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-809707-0,0.000000,-0.230263,0.000000,0.000000,0.000000,0.000000
394-809708-0,0.000000,0.000000,0.000000,-1.516818,0.000000,0.000000
394-809709-0,0.000000,0.000000,0.000000,0.000000,0.000000,2.670328
394-809713-0,0.000000,-0.244965,0.000000,0.000000,0.000000,0.000000
394-809714-0,0.000000,0.000000,0.000000,-1.511288,0.000000,0.000000
394-809715-0,0.000000,0.000000,0.000000,0.000000,0.000000,4.241124
394-836051-0,0.000000,-0.217840,0.000000,0.000000,0.000000,0.000000
394-836053-0,0.000000,0.000000,0.000000,0.000000,0.000000,4.562875
394-836055-0,0.000000,0.000000,0.000000,-1.525366,0.000000,0.000000
394-836056-0,0.000000,-1.158441,0.000000,0.000000,0.000000,0.000000
394-836058-0,0.000000,0.000000,0.000000,0.000000,0.000000,1.149490
394-836060-0,0.000000,0.000000,0.000000,3.796705,0.000000,0.000000
394-836062-0,0.000000,-0.463113,0.000000,0.000000,0.000000,0.000000
394-836064-0,0.000000,0.000000,0.000000,0.000000,0.000000,1.563179
394-836066-0,0.000000,0.000000,0.000000,3.846333,0.000000,0.000000
394-836068-0,0.000000,2.676882,0.000000,0.000000,0.000000,0.000000
394-836070-0,0.000000,0.000000,0.000000,0.000000,0.000000,1.743032
394-836072-0,0.000000,0.000000,0.000000,3.713050,0.000000,0.000000
394-836074-0,0.000000,1.154406,0.000000,0.000000,0.000000,0.000000
394-836075-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-836076-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-861174-0,0.000000,2.907269,0.000000,0.000000,0.000000,0.000000
394-861175-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-861176-0,0.000000,0.000000,0.000000,0.000000,0.000000,1.264680
394-861196-0,0.000000,1.099531,0.000000,0.000000,0.000000,0.000000
394-861197-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-861198-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-861208-0,0.000000,1.099531,0.000000,0.000000,0.000000,0.000000
394-861210-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-861212-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-1691235-0,0.000000,0.000000,0.000000,0.000000,0.000000,1.951958
411-1691238-0,0.000000,0.000000,0.000000,3.511262,0.000000,0.000000
411-1691243-0,0.000000,0.282333,0.000000,0.000000,0.000000,0.000000
411-1691259-0,0.000000,-0.401498,0.000000,0.000000,0.000000,0.000000
411-1691260-0,0.000000,0.000000,0.000000,4.406273,0.000000,0.000000
411-1691261-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.635884
411-1691264-0,0.000000,0.319214,0.000000,0.000000,0.000000,0.000000
411-1691265-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-1691266-0,0.000000,0.000000,0.000000,0.000000,0.000000,1.427313
411-1691267-0,0.000000,2.081767,0.000000,0.000000,0.000000,0.000000
411-1691268-0,0.000000,0.000000,0.000000,2.535656,0.000000,0.000000
411-1691269-0,0.000000,0.000000,0.000000,0.000000,0.000000,1.704938
411-1691313-0,0.000000,-0.533723,0.000000,0.000000,0.000000,0.000000
411-1691314-0,0.000000,0.000000,0.000000,3.206940,0.000000,0.000000
411-1691315-0,0.000000,0.000000,0.000000,0.000000,0.000000,1.382708
411-1691858-0,0.000000,0.000000,0.000000,0.000000,0.000000,1.771961
411-1691862-0,0.000000,0.000000,0.000000,3.302719,0.000000,0.000000
411-1691865-0,0.000000,1.360844,0.000000,0.000000,0.000000,0.000000
411-1730640-0,0.000000,2.721696,0.000000,0.000000,0.000000,0.000000
411-1730641-0,0.000000,0.000000,0.000000,0.283503,0.000000,0.000000
411-1730642-0,0.000000,0.000000,0.000000,0.000000,0.000000,4.493394
411-1730643-0,0.000000,4.295999,0.000000,0.000000,0.000000,0.000000
411-1730644-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-1730645-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-1730646-0,0.000000,4.295999,0.000000,0.000000,0.000000,0.000000
411-1730647-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-1730648-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-1739219-0,0.000000,0.073305,0.000000,0.000000,0.000000,0.000000
411-1739220-0,0.000000,0.000000,0.000000,1.990181,0.000000,0.000000
411-1739221-0,0.000000,0.000000,0.000000,0.000000,0.000000,1.839724
411-1760726-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-1760728-0,0.000000,0.000000,0.000000,3.510600,0.000000,0.000000
411-1760732-0,0.000000,2.893728,0.000000,0.000000,0.000000,0.000000
411-1838416-0,0.000000,-1.190944,0.000000,0.000000,0.000000,0.000000
411-1838417-0,0.000000,0.000000,0.000000,2.050461,0.000000,0.000000
411-1838418-0,0.000000,0.000000,0.000000,0.000000,0.000000,-1.201789
411-2033360-0,0.000000,2.145849,0.000000,0.000000,0.000000,0.000000
411-2033361-0,0.000000,0.000000,0.000000,2.516668,0.000000,0.000000
411-2033362-0,0.000000,0.000000,0.000000,0.000000,0.000000,1.641681
411-2120404-0,0.000000,1.986578,0.000000,0.000000,0.000000,0.000000
411-2120407-0,0.000000,0.000000,0.000000,2.740732,0.000000,0.000000
411-2120411-0,0.000000,0.000000,0.000000,0.000000,0.000000,1.715442
411-2120412-0,0.000000,1.154406,0.000000,0.000000,0.000000,0.000000
411-2120413-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-2120414-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-880155-0,0.000000,3.132067,0.000000,0.000000,0.000000,0.000000
411-880156-0,0.000000,0.000000,0.000000,2.373263,0.000000,0.000000
411-880157-0,0.000000,0.000000,0.000000,0.000000,0.000000,2.670328
A-395-1011425,0.000000,4.105258,0.000000,0.000000,0.000000,0.000000
A-395-1677165,0.000000,-0.109292,0.000000,0.000000,0.000000,0.000000
A-395-1677170,0.000000,2.163932,0.000000,0.000000,0.000000,0.000000
A-395-1677182,0.000000,4.124165,0.000000,0.000000,0.000000,0.000000
A-395-1677188,0.000000,-0.798262,0.000000,0.000000,0.000000,0.000000
A-395-1677756,0.000000,1.789237,0.000000,0.000000,0.000000,0.000000
A-395-1715900,0.000000,1.154406,0.000000,0.000000,0.000000,0.000000
A-395-1715906,0.000000,1.154406,0.000000,0.000000,0.000000,0.000000
A-395-1715912,0.000000,0.084341,0.000000,0.000000,0.000000,0.000000
A-395-1724476,0.000000,0.037533,0.000000,0.000000,0.000000,0.000000
A-395-1724494,0.000000,-0.153864,0.000000,0.000000,0.000000,0.000000
A-395-1823676,0.000000,-0.489976,0.000000,0.000000,0.000000,0.000000
A-395-2103740,0.000000,1.977828,0.000000,0.000000,0.000000,0.000000
A-395-2103746,0.000000,-0.120198,0.000000,0.000000,0.000000,0.000000
A-395-901257,0.000000,-0.673227,0.000000,0.000000,0.000000,0.000000
A-395-907964,0.000000,0.296097,0.000000,0.000000,0.000000,0.000000
B-395-1011427,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
B-395-1677167,0.000000,0.000000,0.000000,3.319860,0.000000,0.000000
B-395-1677172,0.000000,0.000000,0.000000,2.601030,0.000000,0.000000
B-395-1677184,0.000000,0.000000,0.000000,3.802414,0.000000,0.000000
B-395-1677189,0.000000,0.000000,0.000000,3.338766,0.000000,0.000000
B-395-1677755,0.000000,0.000000,0.000000,3.372443,0.000000,0.000000
B-395-1715902,0.000000,0.000000,0.000000,0.690758,0.000000,0.000000
B-395-1715908,0.000000,0.000000,0.000000,1.618054,0.000000,0.000000
B-395-1715914,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
B-395-1724477,0.000000,0.000000,0.000000,2.534462,0.000000,0.000000
B-395-1724495,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
B-395-1823678,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
B-395-2103742,0.000000,0.000000,0.000000,2.722683,0.000000,0.000000
B-395-2103748,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
B-395-901259,0.000000,0.000000,0.000000,4.568906,0.000000,0.000000
B-395-907966,0.000000,0.000000,0.000000,3.641611,0.000000,0.000000
C-395-1011429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
C-395-1677169,0.000000,0.000000,0.000000,0.000000,0.000000,1.427313
C-395-1677174,0.000000,0.000000,0.000000,0.000000,0.000000,1.679409
C-395-1677186,0.000000,0.000000,0.000000,0.000000,0.000000,1.446219
C-395-1677190,0.000000,0.000000,0.000000,0.000000,0.000000,1.626073
C-395-1677753,0.000000,0.000000,0.000000,0.000000,0.000000,1.732116
C-395-1715904,0.000000,0.000000,0.000000,0.000000,0.000000,-1.523539
C-395-1715910,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
C-395-1715916,0.000000,0.000000,0.000000,0.000000,0.000000,-0.416390
C-395-1724478,0.000000,0.000000,0.000000,0.000000,0.000000,1.946459
C-395-1724496,0.000000,0.000000,0.000000,0.000000,0.000000,1.946459
C-395-1823680,0.000000,0.000000,0.000000,0.000000,0.000000,1.427313
C-395-2103745,0.000000,0.000000,0.000000,0.000000,0.000000,1.723428
C-395-2103750,0.000000,0.000000,0.000000,0.000000,0.000000,1.208644
C-395-901261,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
C-395-907968,0.000000,0.000000,0.000000,0.000000,0.000000,1.975863
